dataset,score,policy,spent,reference_spent,saving,coverage,shortfall,size_fraction,set_size,empty_rate,singleton_rate,delta_coverage,delta_shortfall,delta_size_fraction,support,spent_sd,campaign_violation,min_component_coverage,max_component_coverage
dsads,APS,full_b8,301.9318181818182,276.9318181818182,-0.0704380112411132,0.8811653230495747,0.04300083482854861,0.399871151897262,7.59755188604798,0.05142685074428491,0.06845790345893138,0.006975158658957997,-0.008702942251461962,-0.0034142400021684896,1.0,0.0,0.8827414772727273,0.8811653230495747,0.8811653230495747
dsads,APS,full_reference,263.8541666666667,263.8541666666667,0.0,0.8678270342196637,0.057685366030092576,0.39833524347635807,7.568369626050804,0.06077051352339177,0.07199394835830891,0.0,0.0,0.0,1.0,0.0,0.0,0.8678270342196637,0.8678270342196637
dsads,APS,kappa0,80.14622391967085,263.8541666666667,0.6666470048246634,0.8495364128477388,0.07923942614096824,0.40189700846481563,7.636043160831498,0.0740440721183223,0.07710036287534139,-0.01829062137192482,0.021554060110875645,0.0035617649884575678,2.438368055555556,16.7466766422375,0.8453142776364114,0.8064594469572368,0.8752745606420566
dsads,APS,kappa05,102.15246794188344,263.8541666666667,0.586484886863497,0.8579313195393549,0.0704749569673257,0.40427250110571417,7.68117752100857,0.0681780097047852,0.07444644826482891,-0.009895714680308802,0.012789590937233098,0.005937257629356079,2.875,26.68502681848774,0.7802330765637562,0.8120914237634015,0.8775977990222953
dsads,APS,kappa2,173.42531218916898,263.8541666666667,0.32645371818946683,0.8632938633249175,0.06350225237791936,0.4001772054970043,7.6033669044430825,0.06429444068889846,0.07316869292504295,-0.004533170894746182,0.005816886347826775,0.0018419620206461998,3.006944444444444,53.951950644447756,0.4808682550825287,0.8165933864065545,0.8776196812560917
dsads,APS,matched_b1,131.41666666666666,263.8541666666667,0.48109878722584437,0.7843917138767056,0.13336425781249997,0.3258609995984341,6.191358992370248,0.11574179725572609,0.10468877543250484,-0.08343532034295804,0.07567889178240737,-0.07247424387792394,1.0,0.0,0.9283854166666666,0.7843917138767056,0.7843917138767056
dsads,APS,matched_b2,131.42361111111111,263.8541666666667,0.480993335936732,0.8241355423062865,0.09785664519371344,0.3616377875884888,6.871117964181287,0.08886581688596489,0.08883256997746097,-0.04369149191337716,0.040171279163620816,-0.03669745588786932,1.0,0.0,0.9097222222222222,0.8241355423062865,0.8241355423062865
dsads,APS,matched_b4,131.23697916666666,263.8541666666667,0.48111473929028065,0.8621101745248537,0.06568322254203213,0.40310477793247285,7.658990780716984,0.06574215894554089,0.07262319345455648,-0.00571685969480995,0.007997856511939554,0.004769534456114696,1.0,0.0,0.6710720486111111,0.862110174524854,0.862110174524854
dsads,APS,matched_b8,130.703125,263.8541666666667,0.4820090852619545,0.8754042264406676,0.0543557923672027,0.4176446218227403,7.935247814632066,0.05644222861842101,0.0676200048732943,0.007577192221003874,-0.003329573662889855,0.019309378346382213,1.0,0.0,0.8507595486111111,0.8754042264406676,0.8754042264406676
dsads,APS,random_planning,148.1206597222222,263.8541666666667,0.4071615413499496,0.8610650908412524,0.06592237565484889,0.3990412940560237,7.5817845870644485,0.06573682877984889,0.07458895856176896,-0.006761943378411274,0.008237009624756311,0.0007060505796655284,1.0,0.0,0.5323784722222222,0.8610650908412524,0.8610650908412524
dsads,APS,restricted_b1,238.64138820034327,263.8541666666667,0.09183759937560083,0.8536539332287548,0.07091771431800531,0.3876305089789598,7.364979670600236,0.07057480094372898,0.07734469151791838,-0.014173100990908766,0.013232348287912693,-0.010704734497398241,2.089409722222222,55.9177452228719,0.14369955141690183,0.764662638584308,0.8676697562591374
dsads,APS,restricted_b4,160.6175188921802,263.8541666666667,0.37681079307386794,0.8638783469011017,0.0633646790745004,0.4022786846020314,7.643295007438597,0.06360701615368934,0.07303454831987617,-0.003948687318562135,0.005679313044407795,0.003943441125673328,2.690972222222222,41.58022695069791,0.4939047742450728,0.8425230434484648,0.8715857147752194
dsads,APS,restricted_b8,191.0332190281756,263.8541666666667,0.2554828576374895,0.8700576422783172,0.05710572287013779,0.4047709538076097,7.690648122344586,0.059397707519963684,0.07018347212239358,0.0022306080586533927,-0.0005796431599547573,0.0064357103312516345,2.290798611111111,51.83741283313628,0.40933253884076093,0.8617637899000975,0.8821486659356724
dsads,APS,sparse,132.295970938169,263.8541666666667,0.477158933566157,0.8604922624015114,0.06708208025213244,0.40118626894592996,7.62253910997267,0.06646389008116356,0.07391745085725232,-0.0073347718181522885,0.009396714222039856,0.002851025469571876,2.998263888888889,39.9717624250785,0.6639243630163182,0.8215132150036549,0.8783666659052144
dsads,APS,two_plan,171.6877962525751,263.8541666666667,0.33588560285691504,0.863489162032898,0.06317578553552972,0.39895568054875374,7.580157930426321,0.06410783401362387,0.07339078145430164,-0.004337872186765748,0.005490419505437134,0.0006204370723956041,1.7526041666666667,50.03155801791272,0.47690326496448354,0.8534487028661063,0.8718866121466862
dsads,APS,variance_save,158.46788194444443,263.8541666666667,0.37767586740169773,0.8713672826815303,0.05438059667397658,0.4006660122185031,7.612654232151559,0.05833499901011204,0.0713080797697368,0.003540248461866439,-0.0033047693561159765,0.0023307687421450125,1.0,0.0,0.7486762152777778,0.8713672826815303,0.8713672826815303
