dataset,score,control,metric,mean,lower,upper,subjects
pamap2,LAC,matched_b4,shortfall,0.006343657546640178,0.004221403644865103,0.008414910881223673,8
pamap2,LAC,matched_b4,size_fraction,-0.011295862345903754,-0.013080132957303339,-0.009573535867256287,8
pamap2,LAC,matched_b8,saving,-0.007768587434847374,-0.008256145191699975,-0.007283246111362718,8
pamap2,LAC,matched_b8,coverage,-0.012453553166263717,-0.015391006473006343,-0.009763429044243255,8
pamap2,LAC,matched_b8,shortfall,0.009532862179534269,0.0069291664973949365,0.012008450898236756,8
pamap2,LAC,matched_b8,size_fraction,-0.016420935414429776,-0.020629600079673308,-0.012586450140857724,8
realdisp,APS,full_reference,saving,0.49726236120175826,0.4865192768862774,0.5079802027342849,15
realdisp,APS,full_reference,coverage,-0.006465911529479544,-0.008138709626351055,-0.004818525084259564,15
realdisp,APS,full_reference,shortfall,0.008489588094167682,0.007058450207405519,0.010016559156176613,15
realdisp,APS,full_reference,size_fraction,0.003994001419164556,0.0031321688329932376,0.004915812736056931,15
realdisp,APS,deterministic,saving,0.18839489826662909,0.18158923392878137,0.19537328579457736,15
realdisp,APS,deterministic,coverage,-0.004447332185630122,-0.005176807368965891,-0.0037095352059938274,15
realdisp,APS,deterministic,shortfall,0.005840775537158216,0.0050270111379188305,0.006652977183167911,15
realdisp,APS,deterministic,size_fraction,0.002327787159319968,0.001812565286694741,0.002860525036005317,15
realdisp,APS,two_plan,saving,0.08607492257469543,0.08238167183784136,0.09024241584021961,15
realdisp,APS,two_plan,coverage,-0.0018884605078341185,-0.0024318936340179498,-0.0013412439391502161,15
realdisp,APS,two_plan,shortfall,0.002539737540950712,0.002071626800145252,0.00302791596691908,15
realdisp,APS,two_plan,size_fraction,0.0007939507092659762,0.00033465295538968745,0.0011950410705532488,15
realdisp,APS,restricted_b4,saving,0.12577332449691522,0.11841219893289959,0.13295137311872043,15
realdisp,APS,restricted_b4,coverage,-0.001685749599821255,-0.003163213811268306,-0.0002250739234179221,15
realdisp,APS,restricted_b4,shortfall,0.001682789626060896,0.0005736633384386847,0.002887824360860864,15
realdisp,APS,restricted_b4,size_fraction,-0.0013197292330238716,-0.0027371410124460605,-1.2815502239850723e-05,15
realdisp,APS,restricted_b8,saving,0.19367677760254987,0.1825653553785995,0.2050842691396904,15
realdisp,APS,restricted_b8,coverage,-0.007468165992167086,-0.009154414224688883,-0.005849869506000284,15
realdisp,APS,restricted_b8,shortfall,0.0067831236367089775,0.00532213813117866,0.008357753719888693,15
realdisp,APS,restricted_b8,size_fraction,-0.004048707874876974,-0.005097706644753182,-0.0028999028853368865,15
realdisp,APS,fixed_50,saving,0.0226101566837744,0.012039704975602162,0.0331906541158223,15
realdisp,APS,fixed_50,coverage,0.0007993220417473597,-0.0008178683307996725,0.00235210125405217,15
realdisp,APS,fixed_50,shortfall,-0.00175138720121109,-0.0029975289258563358,-0.00034901354697231137,15
realdisp,APS,fixed_50,size_fraction,-0.0008030728339333197,-0.0019534402357986504,0.00023807263634756116,15
realdisp,APS,variance_save,saving,0.18455482668065895,0.17013736231514792,0.1991329849383929,15
realdisp,APS,variance_save,coverage,-0.008443516763147666,-0.009834246701933863,-0.00710813319296194,15
realdisp,APS,variance_save,shortfall,0.008076827349661976,0.0067060331844508774,0.00950567856535761,15
realdisp,APS,variance_save,size_fraction,-0.0015899747110325565,-0.00249861075529191,-0.0006404253272990301,15
realdisp,APS,matched_b4,saving,-0.004271684473334869,-0.004362354861834331,-0.00418208090044145,15
realdisp,APS,matched_b4,coverage,-0.005479603043552535,-0.007349783613061102,-0.0036623946320863744,15
realdisp,APS,matched_b4,shortfall,0.002469613528524062,0.0011666987741962651,0.0038943959191212294,15
realdisp,APS,matched_b4,size_fraction,-0.009957377723750155,-0.012088561190146408,-0.007925804450833915,15
realdisp,APS,matched_b8,saving,-0.00448286618487577,-0.004662452899774143,-0.0043140004078194094,15
realdisp,APS,matched_b8,coverage,-0.013076515691601783,-0.0146013389557802,-0.011497948399398977,15
realdisp,APS,matched_b8,shortfall,0.00798075391332518,0.006654807957079082,0.009244409129210703,15
realdisp,APS,matched_b8,size_fraction,-0.017160059845197684,-0.018428493423094498,-0.01581111236695369,15
realdisp,LAC,full_reference,saving,0.44817943331482285,0.43620313269701866,0.4599411654995856,15
realdisp,LAC,full_reference,coverage,-0.008233841673958827,-0.009583986639292472,-0.007070070270067659,15
realdisp,LAC,full_reference,shortfall,0.007829129170145843,0.006342026300660169,0.009278137724936391,15
realdisp,LAC,full_reference,size_fraction,0.005050373771192942,0.0034743883503421434,0.006703876837456773,15
realdisp,LAC,deterministic,saving,0.16202375452440823,0.15396830150695962,0.16998316803718516,15
realdisp,LAC,deterministic,coverage,-0.004338514691043738,-0.005130997313014343,-0.0036584965411436713,15
realdisp,LAC,deterministic,shortfall,0.004471196561024623,0.0036588449135770062,0.00523444174122662,15
realdisp,LAC,deterministic,size_fraction,0.0037315309775136805,0.0031424454825521755,0.004391400301414615,15
realdisp,LAC,two_plan,saving,0.06605432935228855,0.06386021709290987,0.06823435108086796,15
realdisp,LAC,two_plan,coverage,-0.0017911864263835471,-0.0023468667666688243,-0.0013156514024968177,15
realdisp,LAC,two_plan,shortfall,0.0017411808916403362,0.0013480890946872205,0.0021507400620467848,15
realdisp,LAC,two_plan,size_fraction,0.0009003289588220072,0.0006218957724560628,0.0011992681777708396,15
realdisp,LAC,restricted_b4,saving,0.11485787748064516,0.10594189105512646,0.12357538071756705,15
realdisp,LAC,restricted_b4,coverage,-0.0015413454664993998,-0.0025298357413741975,-0.0005907817776491822,15
realdisp,LAC,restricted_b4,shortfall,0.0009423934187261666,0.00022222103796755655,0.0016524395684021237,15
realdisp,LAC,restricted_b4,size_fraction,-0.002460079812934553,-0.00343638401638049,-0.0015478538517946765,15
realdisp,LAC,restricted_b8,saving,0.1451515545304593,0.13926248607433825,0.15107090764307415,15
realdisp,LAC,restricted_b8,coverage,-0.005651701367322004,-0.006657432549015585,-0.004721062760629447,15
realdisp,LAC,restricted_b8,shortfall,0.004411869457072653,0.003402469439146792,0.005416865779395877,15
realdisp,LAC,restricted_b8,size_fraction,-0.00037974392179934057,-0.0016846164343651921,0.000906965273203995,15
realdisp,LAC,fixed_50,saving,-0.026472771203161095,-0.0381924816263277,-0.014838914914070918,15
realdisp,LAC,fixed_50,coverage,0.0027891642838012857,0.0018458424016233516,0.0037306239606314925,15
realdisp,LAC,fixed_50,shortfall,-0.004002165788423488,-0.004744541353331734,-0.0032846617921624263,15
realdisp,LAC,fixed_50,size_fraction,-0.002876272645512955,-0.004453411192458444,-0.0013573462185876538,15
realdisp,LAC,variance_save,saving,0.11255045634573047,0.09516675629971307,0.12872057299832032,15
realdisp,LAC,variance_save,coverage,-0.004513140305424046,-0.005653200987750822,-0.0035024896332196795,15
realdisp,LAC,variance_save,shortfall,0.003914091297313624,0.0028802208319029026,0.005014819667868398,15
realdisp,LAC,variance_save,size_fraction,0.0035234035286586364,0.0017464900616602959,0.005366253919057619,15
realdisp,LAC,matched_b4,saving,-0.00444881039136706,-0.004504076222980113,-0.0043931215207350235,15
realdisp,LAC,matched_b4,coverage,-0.004751329133950666,-0.006300391904123478,-0.0033060290153129235,15
realdisp,LAC,matched_b4,shortfall,0.002045826214630082,0.0009293967897096119,0.0032648979302490637,15
realdisp,LAC,matched_b4,size_fraction,-0.009840483816666048,-0.01209554488569014,-0.007799286814480281,15
realdisp,LAC,matched_b8,saving,-0.005241507719050009,-0.005405256947502691,-0.005074635963345618,15
realdisp,LAC,matched_b8,coverage,-0.008306652402225589,-0.00986491709583857,-0.006771598759227024,15
realdisp,LAC,matched_b8,shortfall,0.004959894874890506,0.0034592428720621082,0.0065290228312946405,15
realdisp,LAC,matched_b8,size_fraction,-0.008949727740309547,-0.010645561704170817,-0.007486010090196691,15
wisdm,APS,full_reference,saving,0.5271292541243306,0.5250236730594683,0.529314820876726,51
wisdm,APS,full_reference,coverage,-0.0029451674616493484,-0.003777271117807618,-0.0020963418259373006,51
wisdm,APS,full_reference,shortfall,0.005823472454263688,0.005086772515829455,0.006543814669498419,51
wisdm,APS,full_reference,size_fraction,0.006888951528778727,0.005952723731385624,0.007921179712965382,51
wisdm,APS,deterministic,saving,0.1652072607037355,0.162451778664848,0.1680485221249429,51
wisdm,APS,deterministic,coverage,-0.0019646194594330458,-0.0023168138369759972,-0.0015944743004084113,51
wisdm,APS,deterministic,shortfall,0.0036447862219826147,0.0033329787811436696,0.003967859463546786,51
wisdm,APS,deterministic,size_fraction,0.00430138115450555,0.003928459134138333,0.004675077242733628,51
wisdm,APS,two_plan,saving,0.07082105071523019,0.0694689783259835,0.0720787451765185,51
wisdm,APS,two_plan,coverage,-0.0003333867499817192,-0.0005141761418950235,-0.00013941163665651834,51
wisdm,APS,two_plan,shortfall,0.0012125932780874355,0.0010505434386195982,0.0013682793564772087,51
wisdm,APS,two_plan,size_fraction,0.0025119767955342144,0.002329414330003836,0.0026889709373672647,51
wisdm,APS,restricted_b4,saving,0.07642192363250297,0.0730454148968952,0.07991734036861327,51
wisdm,APS,restricted_b4,coverage,0.00262215408911528,0.0021501382124034345,0.003135628892661767,51
wisdm,APS,restricted_b4,shortfall,-0.0017338046550529524,-0.002247289414222303,-0.0012553501202485504,51
wisdm,APS,restricted_b4,size_fraction,0.0036949952652725907,0.0028460050395018033,0.004529579102138813,51
wisdm,APS,restricted_b8,saving,0.08976048250692041,0.0871226536133445,0.09253168020969313,51
wisdm,APS,restricted_b8,coverage,-0.0030828044149376157,-0.0035151952083380834,-0.0026472547547690814,51
wisdm,APS,restricted_b8,shortfall,0.003031934258349529,0.002661248510869262,0.003424495886305934,51
wisdm,APS,restricted_b8,size_fraction,-0.0017934650864095663,-0.0023558870563267125,-0.0012849472788792455,51
wisdm,APS,fixed_50,saving,0.05290958066097369,0.05078053878036809,0.055047183600511744,51
wisdm,APS,fixed_50,coverage,0.01293071552857356,0.012134316658457238,0.013764104746024944,51
wisdm,APS,fixed_50,shortfall,-0.01030565109573729,-0.011142707941416712,-0.009527461153505744,51
wisdm,APS,fixed_50,size_fraction,0.015569118455366555,0.014501816294776442,0.016702337634574335,51
wisdm,APS,variance_save,saving,0.3376489910712667,0.33478966992857934,0.3405508368595321,51
wisdm,APS,variance_save,coverage,-0.004254750248021257,-0.0049436858448996,-0.00357230756006363,51
wisdm,APS,variance_save,shortfall,0.006594765360964808,0.005940330690049032,0.0072427964869052255,51
wisdm,APS,variance_save,size_fraction,0.004817792177730022,0.0038997420252044283,0.005688074122914002,51
wisdm,APS,matched_b4,saving,-0.004407697024578447,-0.004499951429857013,-0.004312969896640341,51
wisdm,APS,matched_b4,coverage,0.0035667373208310826,0.0028858558620785636,0.004233169437666676,51
wisdm,APS,matched_b4,shortfall,-0.003802851687242344,-0.004422743024296843,-0.0032092205875410397,51
wisdm,APS,matched_b4,size_fraction,0.0005848970706860032,-0.0007863048976524722,0.0019068150530050115,51
wisdm,APS,matched_b8,saving,-0.005513545903481865,-0.005597240110707121,-0.005427874576492919,51
wisdm,APS,matched_b8,coverage,-0.006764148721718904,-0.007429142575339126,-0.006119824155769985,51
wisdm,APS,matched_b8,shortfall,0.00429740144884119,0.0037023755652510434,0.004912053557445012,51
wisdm,APS,matched_b8,size_fraction,-0.01124117501580221,-0.012067008980253946,-0.010405542017303832,51
wisdm,LAC,full_reference,saving,0.5138888062378891,0.5111051955463355,0.5164440147302093,51
wisdm,LAC,full_reference,coverage,-0.004702499764772815,-0.0057515914614929674,-0.003654128245562687,51
wisdm,LAC,full_reference,shortfall,0.00633016573246515,0.005495189983733534,0.007156469037553032,51
wisdm,LAC,full_reference,size_fraction,0.0037933882494983347,0.0023865612003356215,0.005161285103133296,51
wisdm,LAC,deterministic,saving,0.16502707441454512,0.16080373394969133,0.16972866648818366,51
wisdm,LAC,deterministic,coverage,-0.0028778173488378327,-0.0034820713956219378,-0.0022503969006572957,51
wisdm,LAC,deterministic,shortfall,0.003789875354844457,0.0032520417566781756,0.004314452735229932,51
wisdm,LAC,deterministic,size_fraction,0.0023200787545636045,0.0016916382542930116,0.0029633741831620354,51
wisdm,LAC,two_plan,saving,0.06804086813405712,0.06634338675997521,0.06982706449157078,51
wisdm,LAC,two_plan,coverage,-0.0009273514085186655,-0.0012329039643446855,-0.0006245225404735779,51
wisdm,LAC,two_plan,shortfall,0.0012534362597072704,0.0010140810144683404,0.0015093366005597489,51
wisdm,LAC,two_plan,size_fraction,0.0008777456962712035,0.0005401488242237046,0.001230321326788778,51
wisdm,LAC,restricted_b4,saving,0.07121820665041573,0.06961312170819611,0.07281873110526846,51
wisdm,LAC,restricted_b4,coverage,0.0007129101896925396,1.6258608107968988e-05,0.0014286798922614654,51
wisdm,LAC,restricted_b4,shortfall,-0.0004577594020281008,-0.0009487291655128165,3.246039717989606e-05,51
wisdm,LAC,restricted_b4,size_fraction,0.0012600201767920549,2.1313658248909106e-05,0.002482446907679383,51
wisdm,LAC,restricted_b8,saving,0.09709265740667054,0.09466272091641587,0.09949670321725029,51
wisdm,LAC,restricted_b8,coverage,-0.0022683527545853677,-0.002653466527567783,-0.0018605959737764462,51
wisdm,LAC,restricted_b8,shortfall,0.0021894959773559514,0.0018442035179736182,0.0025322185804695393,51
wisdm,LAC,restricted_b8,size_fraction,-0.001714230975837453,-0.0022341080216734905,-0.0011804908103680988,51
wisdm,LAC,fixed_50,saving,0.03966913277453214,0.036933705648195744,0.04229574707218294,51
wisdm,LAC,fixed_50,coverage,0.013053382442547976,0.012157094508034703,0.013927778119644027,51
wisdm,LAC,fixed_50,shortfall,-0.011055395299260388,-0.011884654847106822,-0.010248656372005543,51
wisdm,LAC,fixed_50,size_fraction,0.014507654148596602,0.013234768369389954,0.015753023294113048,51
wisdm,LAC,variance_save,saving,0.31660192800033526,0.313954673053229,0.3193933182873318,51
wisdm,LAC,variance_save,coverage,-0.004284481349486435,-0.0052071147575414615,-0.0034409509332364186,51
wisdm,LAC,variance_save,shortfall,0.005869877455022842,0.005046130539465041,0.006727295884701194,51
wisdm,LAC,variance_save,size_fraction,0.0034147474954143438,0.002511955902467583,0.004348453939416062,51
wisdm,LAC,matched_b4,saving,-0.004115675154746728,-0.004192011117654272,-0.0040421971925327475,51
wisdm,LAC,matched_b4,coverage,0.0030040467149712747,0.0022130378146250408,0.003847494022809602,51
wisdm,LAC,matched_b4,shortfall,-0.0033597258525244994,-0.004056779749249456,-0.002694216529808415,51
wisdm,LAC,matched_b4,size_fraction,0.0002920420321675377,-0.0010964136710763881,0.001735318189345348,51
wisdm,LAC,matched_b8,saving,-0.005552151076133796,-0.005741786890068039,-0.005362933290551173,51
wisdm,LAC,matched_b8,coverage,-0.003194210403878274,-0.003816351364630519,-0.0025785324279737004,51
wisdm,LAC,matched_b8,shortfall,0.0017845896829945674,0.0012545650623686825,0.002386637195724618,51
wisdm,LAC,matched_b8,size_fraction,-0.007038802975153025,-0.008033944841425474,-0.005976662112206829,51
