dataset,model,score,policy,tolerance,coverage,set_size,shortfall,delta_coverage,delta_size,delta_shortfall,queried,saving
dsads,IT,LAC,hypergeom,0.1,0.8790446820175439,6.869184484649122,0.05000822368421051,-2.6041666666662948e-05,-0.0008939830043859609,1.850328947368125e-05,269.921875,0.00023871527777777186
dsads,IT,LAC,hypergeom,0.25,0.8790498218201755,6.869530564692982,0.05000411184210525,-2.090186403508443e-05,-0.0005479029605263203,1.4391447368418528e-05,269.78125,0.000694444444444425
dsads,IT,LAC,hypergeom,0.5,0.8794198876096492,6.884986293859649,0.04971114309210524,0.00034916392543857787,0.01490782620614033,-0.0002785773026315692,268.421875,0.004882812499999963
dsads,IT,LAC,hypergeom,1.0,0.8822060032894737,7.019939692982456,0.04753940515350875,0.0031352796052631113,0.14986122532894733,-0.0024503152412280456,261.96875,0.02582465277777773
dsads,IT,LAC,martingale,0.1,0.8790707236842106,6.870078467653508,0.04998972039473683,0.0,0.0,0.0,270.0,0.0
dsads,IT,LAC,martingale,0.25,0.8790604440789475,6.869588473135964,0.049998629385964895,-1.0279605263156473e-05,-0.0004899945175438562,8.90899122806875e-06,269.9375,0.00017361111111110624
dsads,IT,LAC,martingale,0.5,0.8791779742324561,6.874240337171053,0.049893434758771914,0.00010725054824560764,0.004161869517543847,-9.628563596490639e-05,269.59375,0.0011718749999999813
dsads,IT,LAC,martingale,1.0,0.8811489172149123,6.959654262609649,0.048278166118421034,0.002078193530701722,0.08957579495614032,-0.0017115542763157738,266.265625,0.010915798611111084
dsads,IT,LAC,midpoint,0.5,0.8791447368421053,6.874561403508772,0.049936609100877175,7.40131578947308e-05,0.004482935855263145,-5.311129385964666e-05,266.921875,0.009743923611111075
dsads,IT,LAC,no_intersection,0.5,0.8796138294956141,6.893261376096492,0.04955283717105261,0.0005431058114034862,0.023182908442982417,-0.00043688322368419844,268.234375,0.005273437499999962
dsads,IT,LAC,one_look_50,0.5,0.928416598135965,10.24893983004386,0.018367598684210507,0.04934587445175434,3.3788613623903507,-0.031622121710526294,135.0,0.5000000000000002
dsads,IT,LAC,sparse_checks,0.5,0.8794072094298246,6.886935307017544,0.04977384868421051,0.00033648574561402503,0.01685683936403507,-0.00021587171052630936,268.6875,0.0038194444444444252
dsads,IT,LAC,uncorrected,0.5,0.8801123903508772,6.931236636513158,0.049219435307017514,0.0010416666666666484,0.06115816885964909,-0.000770285087719288,257.59375,0.037434895833333294
dsads,LR,APS,fixed_25,0.5,0.8950599643640351,7.396186266447368,0.029135827850877163,0.0053306606359648945,0.3536657072368421,-0.0005890213815789456,67.5,0.7500000000000004
dsads,LR,APS,fixed_50,0.5,0.8910152823464912,7.135456414473683,0.029541186951754363,0.001285978618421052,0.09293585526315788,-0.0001836622807017593,135.0,0.5000000000000002
dsads,LR,APS,fixed_75,0.5,0.8905479029605263,7.0857798793859645,0.029519599780701733,0.0008185992324561205,0.04325932017543859,-0.0002052494517543798,202.5,0.2500000000000001
dsads,LR,APS,full_reference,0.5,0.8897293037280702,7.042520559210526,0.02972484923245613,0.0,0.0,0.0,270.0,0.0
