dataset,score,policy,tolerance,bracket_failure,containment_failure,inflation_exceeded,actual_inflation,saving
har,APS,hypergeom,0.25,0.0077083333333333335,0.0022916666666666667,0.0025000000000000005,0.0997402847146833,0.20556857638888887
har,APS,hypergeom,0.5,0.0077083333333333335,0.0025000000000000005,0.0008333333333333334,0.23288769343627516,0.42870225694444447
har,APS,hypergeom,1.0,0.005625000000000001,0.0012500000000000002,0.00020833333333333335,0.4651962227574525,0.6405034722222223
har,APS,martingale,0.1,0.0022916666666666667,0.0006250000000000001,0.0010416666666666667,0.020779268856335787,0.02770833333333332
har,APS,martingale,0.25,0.0022916666666666667,0.0006250000000000001,0.0012500000000000002,0.0936041875641236,0.1430772569444444
har,APS,martingale,0.5,0.0020833333333333333,0.0006250000000000001,0.00020833333333333335,0.2346287494666311,0.34930989583333333
har,APS,martingale,1.0,0.0014583333333333334,0.0004166666666666667,0.00020833333333333335,0.4955876458442225,0.5854383680555556
har,APS,midpoint,0.5,0.640625,0.625,0.00020833333333333335,-0.04025064347621564,0.5045138888888888
har,APS,no_intersection,0.5,0.012708333333333334,0.005208333333333333,0.0027083333333333334,0.2256799049631281,0.4839236111111111
har,APS,one_look_50,0.5,0.026458333333333337,0.014166666666666668,0.11395833333333334,0.2500685991415755,0.5
har,APS,sparse_checks,0.5,0.03208333333333333,0.015416666666666667,0.004375,0.18355174892651913,0.4734635416666667
har,APS,uncorrected,0.5,0.08145833333333334,0.03666666666666667,0.016458333333333335,0.2142101677899423,0.5927343749999999
har,LAC,fixed_25,0.5,0.9589583333333334,0.4235416666666667,0.005625000000000001,0.01995842578559513,0.75
har,LAC,fixed_50,0.5,0.9264583333333333,0.4110416666666667,0.0004166666666666667,0.00669904525489648,0.5
har,LAC,fixed_75,0.5,0.865,0.3875,0.0,0.0028308317363425484,0.25
har,LAC,full_reference,0.5,0.0,0.0,0.0,0.0,0.0
har,LAC,horizon,0.1,0.029375000000000002,0.014791666666666668,0.008958333333333334,0.04031952495882759,0.27128038194444437
har,LAC,horizon,0.25,0.020833333333333332,0.007500000000000001,0.004375,0.11836196073511544,0.5661371527777778
har,LAC,horizon,0.5,0.013541666666666667,0.004583333333333333,0.0008333333333333334,0.2342481307131966,0.7162456597222222
har,LAC,horizon,1.0,0.010833333333333334,0.0027083333333333334,0.00020833333333333335,0.4032052140085519,0.7785112847222223
har,LAC,hypergeom,0.1,0.009791666666666667,0.004791666666666667,0.0025000000000000005,0.04041118112246316,0.21301649305555553
har,LAC,hypergeom,0.25,0.007500000000000001,0.0027083333333333334,0.0010416666666666667,0.12296733890179133,0.4904340277777778
har,LAC,hypergeom,0.5,0.004583333333333333,0.0012500000000000002,0.0004166666666666667,0.2502452088735808,0.6492708333333332
har,LAC,hypergeom,1.0,0.003541666666666667,0.0006250000000000001,0.0,0.4424674304699324,0.7200347222222222
har,LAC,martingale,0.1,0.0025000000000000005,0.0006250000000000001,0.0012500000000000002,0.03692157682051631,0.14619791666666662
har,LAC,martingale,0.25,0.0018750000000000001,0.00020833333333333335,0.0006250000000000001,0.12459777801127973,0.4064626736111111
har,LAC,martingale,0.5,0.0012500000000000002,0.0,0.00020833333333333335,0.26621601652137145,0.5897135416666667
har,LAC,martingale,1.0,0.0012500000000000002,0.0,0.0,0.4847767421888761,0.6819704861111112
har,LAC,midpoint,0.5,0.4839583333333334,0.475,0.0,-0.000915256945121947,0.7162456597222222
har,LAC,no_intersection,0.5,0.005833333333333334,0.004583333333333333,0.0,0.2312112449011403,0.71328125
