dataset,score,policy,tolerance,ceiling,coverage,set_size,shortfall,delta_coverage,delta_size,delta_shortfall,queried,saving
dsads,APS,uncorrected,0.5,480,0.8915341739766082,7.516160910087719,0.027555738304093552,0.005415752923976573,0.15826206140350876,-0.0034978070175438383,307.5833333333333,0.1456018518518518
dsads,APS,uncorrected,0.5,960,0.8915341739766082,7.516160910087719,0.027555738304093552,0.005415752923976573,0.15826206140350876,-0.0034978070175438383,307.5833333333333,0.1456018518518518
dsads,LAC,fixed_25,0.5,120,0.8896162280701755,5.673240588450292,0.04301672149122804,0.002337810672514621,0.5840282346491228,0.0022117141812865375,30.0,0.7500000000000004
dsads,LAC,fixed_25,0.5,240,0.8878741776315789,5.30264528508772,0.04147021198830406,0.0014386878654970646,0.312578581871345,0.0007698282163742543,60.0,0.7500000000000004
dsads,LAC,fixed_25,0.5,480,0.8894773391812866,5.265297880116959,0.03972816154970758,0.002477613304093548,0.2747761330409357,-3.2894736842110114e-05,90.0,0.7500000000000004
dsads,LAC,fixed_25,0.5,960,0.8894773391812866,5.265297880116959,0.03972816154970758,0.002477613304093548,0.2747761330409357,-3.2894736842110114e-05,90.0,0.7500000000000004
dsads,LAC,fixed_50,0.5,120,0.8877823464912281,5.250286458333334,0.04157072368421049,0.0005039290935672561,0.16107410453216373,0.0007657163742689894,60.0,0.5000000000000002
dsads,LAC,fixed_50,0.5,240,0.8873414656432749,5.092850420321637,0.04056469298245611,0.0009059758771929688,0.10278371710526314,-0.00013569078947369147,120.0,0.5000000000000002
dsads,LAC,fixed_50,0.5,480,0.8878088450292397,5.100330774853801,0.03980126096491226,0.0008091191520467747,0.10980902777777778,4.0204678362568514e-05,180.0,0.5000000000000002
dsads,LAC,fixed_50,0.5,960,0.8878088450292397,5.100330774853801,0.03980126096491226,0.0008091191520467747,0.10980902777777778,4.0204678362568514e-05,180.0,0.5000000000000002
dsads,LAC,fixed_75,0.5,120,0.8875187317251462,5.129400584795321,0.040976334064327456,0.00024031432748537502,0.04018823099415203,0.00017132675438595626,90.0,0.2500000000000001
dsads,LAC,fixed_75,0.5,240,0.8860023757309942,5.018078399122807,0.04129523026315788,-0.00043311403508772495,0.028011695906432738,0.0005948464912280646,180.0,0.2500000000000001
dsads,LAC,fixed_75,0.5,480,0.8873729897660819,5.044655519005848,0.039706688596491214,0.0003732638888888647,0.05413377192982454,-5.436769005847261e-05,270.0,0.2500000000000001
dsads,LAC,fixed_75,0.5,960,0.8873729897660819,5.044655519005848,0.039706688596491214,0.0003732638888888647,0.05413377192982454,-5.436769005847261e-05,270.0,0.2500000000000001
dsads,LAC,full_reference,0.5,120,0.8872784173976608,5.0892123538011695,0.0408050073099415,0.0,0.0,0.0,120.0,0.0
dsads,LAC,full_reference,0.5,240,0.8864354897660819,4.990066703216374,0.040700383771929804,0.0,0.0,0.0,240.0,0.0
dsads,LAC,full_reference,0.5,480,0.886999725877193,4.9905217470760235,0.03976105628654969,0.0,0.0,0.0,360.0,0.0
dsads,LAC,full_reference,0.5,960,0.886999725877193,4.9905217470760235,0.03976105628654969,0.0,0.0,0.0,360.0,0.0
dsads,LAC,horizon,0.1,120,0.8872459795321638,5.085743329678363,0.040824652777777755,-3.243786549707098e-05,-0.0034690241228070144,1.964546783625417e-05,119.83333333333333,0.0013888888888888707
dsads,LAC,horizon,0.1,240,0.8864592470760234,4.993650402046783,0.04070495248538011,2.375730994151845e-05,0.0035836988304093586,4.568713450291738e-06,239.25,0.003124999999999979
dsads,LAC,horizon,0.1,480,0.8869755116959065,4.988699287280702,0.039762883771929804,-2.4214181286552236e-05,-0.0018224597953216412,1.827485380121055e-06,358.9583333333333,0.0028935185185184793
dsads,LAC,horizon,0.1,960,0.8869755116959065,4.988699287280702,0.039762883771929804,-2.4214181286552236e-05,-0.0018224597953216412,1.827485380121055e-06,358.9583333333333,0.0028935185185184793
dsads,LAC,horizon,0.25,120,0.887327759502924,5.0835010051169585,0.04070312499999997,4.9342105263166655e-05,-0.005711348684210526,-0.000101882309941525,119.47916666666667,0.00434027777777775
dsads,LAC,horizon,0.25,240,0.8870924707602339,5.003405519005848,0.04014802631578945,0.0006569809941520292,0.013338815789473676,-0.0005523574561403394,237.66666666666666,0.009722222222222182
