subject,score,N,policy,coverage,set_size,delta_coverage,delta_size,queried,saving
6,APS,240,JRC,0.9550750000000001,3.3607763888888886,0.02003472222222218,0.19394305555555552,171.96666666666667,0.2834722222222223
6,APS,240,fixed_25,0.9370930555555557,3.257998611111111,0.0020527777777777623,0.09116527777777776,60.0,0.7500000000000004
6,APS,240,fixed_50,0.9361944444444446,3.2004944444444443,0.0011541666666666668,0.03366111111111112,120.0,0.5000000000000002
6,APS,240,fixed_75,0.9347013888888889,3.1705333333333328,-0.00033888888888888017,0.00370000000000002,180.0,0.2500000000000001
6,APS,240,full_reference,0.9350402777777779,3.1668333333333334,0.0,0.0,240.0,0.0
6,LAC,120,CS_beta_9_1,0.9691541666666666,2.1046680555555555,0.006851388888888853,0.11802499999999996,105.5,0.12083333333333328
6,LAC,120,CS_uniform,0.9668763888888889,2.0786916666666664,0.0045736111111110735,0.09204861111111108,110.16666666666667,0.0819444444444444
6,LAC,120,HG,0.9701430555555556,2.122623611111111,0.007840277777777736,0.13598055555555552,100.7,0.16083333333333327
6,LAC,120,JRC,0.9701583333333335,2.123548611111111,0.007855555555555515,0.1369055555555555,93.23333333333333,0.2230555555555556
6,LAC,120,fixed_25,0.9614416666666667,2.146872222222222,-0.0008611111111110932,0.16022916666666662,30.0,0.7500000000000004
6,LAC,120,fixed_50,0.9613611111111111,2.0430194444444445,-0.0009416666666666381,0.05637638888888887,60.0,0.5000000000000002
6,LAC,120,fixed_75,0.9615958333333334,1.9923763888888888,-0.0007069444444444216,0.0057333333333333325,90.0,0.2500000000000001
6,LAC,120,full_reference,0.9623027777777777,1.9866430555555554,0.0,0.0,120.0,0.0
6,LAC,240,CS_beta_9_1,0.9720750000000001,2.1323291666666666,0.011174999999999961,0.2012805555555555,184.1,0.23291666666666666
6,LAC,240,CS_uniform,0.972263888888889,2.1350208333333334,0.011363888888888847,0.20397222222222217,195.13333333333333,0.18694444444444447
6,LAC,240,HG,0.9717361111111112,2.1281791666666665,0.010836111111111067,0.19713055555555548,175.86666666666667,0.26722222222222225
6,LAC,240,JRC,0.9715958333333334,2.1296444444444442,0.010695833333333281,0.19859583333333328,162.93333333333334,0.32111111111111107
6,LAC,240,fixed_25,0.9626069444444446,2.096929166666667,0.0017069444444444497,0.16588055555555553,60.0,0.7500000000000004
6,LAC,240,fixed_50,0.9616069444444445,1.9748055555555557,0.0007069444444444355,0.04375694444444442,120.0,0.5000000000000002
6,LAC,240,fixed_75,0.9610722222222223,1.9406152777777776,0.00017222222222220456,0.00956666666666666,180.0,0.2500000000000001
6,LAC,240,full_reference,0.9609000000000001,1.9310486111111111,0.0,0.0,240.0,0.0
7,APS,120,CS_beta_9_1,0.926176388888889,3.318483333333333,0.013665277777777728,0.10808888888888886,105.9,0.11749999999999991
7,APS,120,CS_uniform,0.9236152777777777,3.289166666666666,0.01110416666666662,0.07877222222222219,110.56666666666666,0.07861111111111103
7,APS,120,HG,0.9268027777777779,3.326452777777777,0.01429166666666662,0.11605833333333329,101.0,0.15833333333333327
7,APS,120,JRC,0.9261569444444445,3.3258180555555557,0.013645833333333307,0.11542361111111106,93.63333333333334,0.2197222222222222
7,APS,120,fixed_25,0.9157555555555557,3.3162361111111114,0.0032444444444444387,0.10584166666666665,30.0,0.7500000000000004
7,APS,120,fixed_50,0.9139694444444444,3.252911111111111,0.001458333333333332,0.04251666666666667,60.0,0.5000000000000002
7,APS,120,fixed_75,0.9120069444444445,3.233169444444444,-0.0005041666666666647,0.02277499999999998,90.0,0.2500000000000001
7,APS,120,full_reference,0.9125111111111112,3.2103944444444443,0.0,0.0,120.0,0.0
7,APS,240,CS_beta_9_1,0.931313888888889,3.3623125,0.018911111111111063,0.17571527777777776,187.53333333333333,0.2186111111111111
7,APS,240,CS_uniform,0.9324944444444444,3.370848611111111,0.020091666666666626,0.18425138888888884,197.1,0.17875
7,APS,240,HG,0.931176388888889,3.3637722222222224,0.018773611111111057,0.177175,177.63333333333333,0.25986111111111115
7,APS,240,JRC,0.9301694444444445,3.3527374999999995,0.01776666666666663,0.16614027777777773,164.5,0.3145833333333334
7,APS,240,fixed_25,0.914325,3.2647291666666667,0.0019222222222222247,0.0781319444444444,60.0,0.7500000000000004
7,APS,240,fixed_50,0.9126444444444445,3.197776388888889,0.00024166666666667092,0.011179166666666653,120.0,0.5000000000000002
7,APS,240,fixed_75,0.9123916666666666,3.189294444444444,-1.1111111111079934e-05,0.002697222222222219,180.0,0.2500000000000001
7,APS,240,full_reference,0.9124027777777778,3.1865972222222223,0.0,0.0,240.0,0.0
7,LAC,120,CS_beta_9_1,0.9144986111111113,2.1201458333333334,0.0267458333333333,0.10206666666666661,107.16666666666667,0.10694444444444437
7,LAC,120,CS_uniform,0.9099666666666668,2.0990166666666665,0.02221388888888885,0.08093749999999995,110.83333333333333,0.07638888888888883
7,LAC,120,HG,0.9163666666666668,2.1305527777777775,0.028613888888888852,0.11247361111111108,102.7,0.14416666666666667
7,LAC,120,JRC,0.9142833333333334,2.1239180555555555,0.026530555555555505,0.10583888888888886,96.1,0.19916666666666666
7,LAC,120,fixed_25,0.891365277777778,2.191847222222222,0.0036125000000000133,0.17376805555555555,30.0,0.7500000000000004
7,LAC,120,fixed_50,0.8930555555555557,2.127725,0.005302777777777784,0.10964583333333329,60.0,0.5000000000000002
7,LAC,120,fixed_75,0.8888652777777779,2.037247222222222,0.0011125000000000113,0.019168055555555532,90.0,0.2500000000000001
7,LAC,120,full_reference,0.8877527777777778,2.018079166666667,0.0,0.0,120.0,0.0
7,LAC,240,CS_beta_9_1,0.9220555555555557,2.1423194444444444,0.0371833333333333,0.17783333333333332,192.0,0.2
7,LAC,240,CS_uniform,0.9229361111111113,2.1439916666666665,0.03806388888888886,0.17950555555555553,200.63333333333333,0.16402777777777774
7,LAC,240,HG,0.9226555555555557,2.1432972222222224,0.0377833333333333,0.1788111111111111,184.4,0.23166666666666666
7,LAC,240,JRC,0.920940277777778,2.13785,0.03606805555555554,0.17336388888888885,172.96666666666667,0.27930555555555553
7,LAC,240,fixed_25,0.8898847222222224,2.116240277777778,0.005012500000000004,0.15175416666666663,60.0,0.7500000000000004
7,LAC,240,fixed_50,0.8885250000000001,2.0202069444444444,0.0036527777777777977,0.05572083333333333,120.0,0.5000000000000002
7,LAC,240,fixed_75,0.8860097222222224,1.9884222222222223,0.0011375000000000094,0.023936111111111064,180.0,0.2500000000000001
7,LAC,240,full_reference,0.8848722222222223,1.964486111111111,0.0,0.0,240.0,0.0
