dataset,score,draw,N,delta,mode,saving,containment_failure,inflation,inflation_exceeded
pamap2,APS,23,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,23,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,23,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,23,360,0.2,whole,0.05555555555555558,False,0.21408182683158897,False
pamap2,APS,24,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,24,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,24,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,24,360,0.1,whole,0.05555555555555558,False,0.4319695528068506,False
pamap2,APS,24,360,0.2,whole,0.05555555555555558,False,0.4319695528068506,False
pamap2,APS,25,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,25,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,25,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,25,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,25,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,26,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,26,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,26,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,26,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,26,360,0.2,whole,0.2777777777777778,True,-0.5642245480494766,False
pamap2,APS,27,360,0.01,whole,0.11111111111111116,False,0.27402473834443386,False
pamap2,APS,27,360,0.05,whole,0.16666666666666663,False,0.39866793529971456,False
pamap2,APS,27,360,0.05,even_to_odd,0.16666666666666663,False,0.37523809523809526,False
pamap2,APS,27,360,0.1,whole,0.16666666666666663,False,0.27402473834443386,False
pamap2,APS,27,360,0.2,whole,0.2222222222222222,False,0.4357754519505233,False
pamap2,APS,28,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,28,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,28,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,28,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,28,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,29,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,29,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,29,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,29,360,0.1,whole,0.05555555555555558,False,0.03425309229305423,False
pamap2,APS,29,360,0.2,whole,0.05555555555555558,False,0.03425309229305423,False
pamap2,APS,30,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,30,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,30,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,30,360,0.1,whole,0.05555555555555558,False,0.33491912464319695,False
pamap2,APS,30,360,0.2,whole,0.05555555555555558,False,0.1988582302568982,False
pamap2,APS,31,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,31,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,31,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,31,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,31,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,32,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,32,360,0.05,whole,0.05555555555555558,False,0.49571836346336823,False
pamap2,APS,32,360,0.05,even_to_odd,0.05555555555555558,False,0.49714285714285716,False
pamap2,APS,32,360,0.1,whole,0.05555555555555558,False,0.4329210275927688,False
pamap2,APS,32,360,0.2,whole,0.05555555555555558,False,0.4329210275927688,False
pamap2,APS,33,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,33,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,33,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,33,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,33,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,34,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,34,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,34,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,34,360,0.1,whole,0.05555555555555558,False,0.4034253092293054,False
pamap2,APS,34,360,0.2,whole,0.05555555555555558,False,0.2721217887725975,False
pamap2,APS,35,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,35,360,0.05,whole,0.05555555555555558,False,0.467174119885823,False
pamap2,APS,35,360,0.05,even_to_odd,0.05555555555555558,False,0.48,False
pamap2,APS,35,360,0.1,whole,0.05555555555555558,False,0.41769743101807805,False
pamap2,APS,35,360,0.2,whole,0.05555555555555558,False,0.41769743101807805,False
pamap2,APS,36,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,36,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,36,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,36,360,0.1,whole,0.0,False,0.0,False
pamap2,APS,36,360,0.2,whole,0.0,False,0.0,False
pamap2,APS,37,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,37,360,0.05,whole,0.0,False,0.0,False
pamap2,APS,37,360,0.05,even_to_odd,0.0,False,0.0,False
pamap2,APS,37,360,0.1,whole,0.11111111111111116,False,0.05708848715509039,False
pamap2,APS,37,360,0.2,whole,0.33333333333333337,True,-0.3292102759276879,False
pamap2,APS,38,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,38,360,0.05,whole,0.05555555555555558,False,0.192197906755471,False
pamap2,APS,38,360,0.05,even_to_odd,0.05555555555555558,False,0.1980952380952381,False
pamap2,APS,38,360,0.1,whole,0.05555555555555558,False,0.12940057088487156,False
pamap2,APS,38,360,0.2,whole,0.2222222222222222,False,0.192197906755471,False
pamap2,APS,39,360,0.01,whole,0.0,False,0.0,False
pamap2,APS,39,360,0.05,whole,0.05555555555555558,False,0.35394862036156044,False
pamap2,APS,39,360,0.05,even_to_odd,0.05555555555555558,False,0.34476190476190477,False
pamap2,APS,39,360,0.1,whole,0.05555555555555558,False,0.3054234062797336,False
pamap2,APS,39,360,0.2,whole,0.16666666666666663,True,-0.05518553758325404,False
realdisp,LAC,0,480,0.01,whole,0.33333333333333337,False,0.2608695652173913,False
realdisp,LAC,0,480,0.05,whole,0.45833333333333337,False,0.2608695652173913,False
realdisp,LAC,0,480,0.05,even_to_odd,0.45833333333333337,False,0.25217391304347825,False
realdisp,LAC,0,480,0.1,whole,0.45833333333333337,False,0.2608695652173913,False
realdisp,LAC,0,480,0.2,whole,0.5416666666666667,False,0.1782608695652174,False
realdisp,LAC,1,480,0.01,whole,0.375,False,0.3217391304347826,False
realdisp,LAC,1,480,0.05,whole,0.45833333333333337,False,0.36086956521739133,False
realdisp,LAC,1,480,0.05,even_to_odd,0.45833333333333337,False,0.34782608695652173,False
realdisp,LAC,1,480,0.1,whole,0.45833333333333337,False,0.36086956521739133,False
realdisp,LAC,1,480,0.2,whole,0.45833333333333337,False,0.34347826086956523,False
realdisp,LAC,2,480,0.01,whole,0.16666666666666663,False,0.26956521739130435,False
realdisp,LAC,2,480,0.05,whole,0.25,False,0.26956521739130435,False
realdisp,LAC,2,480,0.05,even_to_odd,0.25,False,0.26521739130434785,False
realdisp,LAC,2,480,0.1,whole,0.29166666666666663,False,0.26956521739130435,False
realdisp,LAC,2,480,0.2,whole,0.45833333333333337,False,0.41956521739130437,False
realdisp,LAC,3,480,0.01,whole,0.45833333333333337,False,0.08695652173913043,False
realdisp,LAC,3,480,0.05,whole,0.5416666666666667,False,0.08695652173913043,False
realdisp,LAC,3,480,0.05,even_to_odd,0.5416666666666667,False,0.08695652173913043,False
realdisp,LAC,3,480,0.1,whole,0.5833333333333333,False,0.21739130434782608,False
realdisp,LAC,3,480,0.2,whole,0.625,False,0.21739130434782608,False
realdisp,LAC,4,480,0.01,whole,0.625,False,0.29782608695652174,False
realdisp,LAC,4,480,0.05,whole,0.7083333333333333,False,0.2826086956521739,False
realdisp,LAC,4,480,0.05,even_to_odd,0.7083333333333333,False,0.2826086956521739,False
realdisp,LAC,4,480,0.1,whole,0.75,False,0.09782608695652174,False
realdisp,LAC,4,480,0.2,whole,0.7916666666666666,False,0.09782608695652174,False
realdisp,LAC,5,480,0.01,whole,0.45833333333333337,False,0.21521739130434783,False
realdisp,LAC,5,480,0.05,whole,0.5416666666666667,False,0.17173913043478262,False
realdisp,LAC,5,480,0.05,even_to_odd,0.5416666666666667,False,0.1565217391304348,False
realdisp,LAC,5,480,0.1,whole,0.5833333333333333,False,0.17173913043478262,False
realdisp,LAC,5,480,0.2,whole,0.625,False,0.17173913043478262,False
realdisp,LAC,6,480,0.01,whole,0.5,False,0.2673913043478261,False
realdisp,LAC,6,480,0.05,whole,0.5833333333333333,False,0.2673913043478261,False
realdisp,LAC,6,480,0.05,even_to_odd,0.5833333333333333,False,0.2565217391304348,False
realdisp,LAC,6,480,0.1,whole,0.625,False,0.35434782608695653,False
realdisp,LAC,6,480,0.2,whole,0.6666666666666667,False,0.35434782608695653,False
realdisp,LAC,7,480,0.01,whole,0.41666666666666663,False,0.0,False
realdisp,LAC,7,480,0.05,whole,0.5,False,0.004347826086956522,False
realdisp,LAC,7,480,0.05,even_to_odd,0.5,False,0.0,False
realdisp,LAC,7,480,0.1,whole,0.5,False,0.004347826086956522,False
realdisp,LAC,7,480,0.2,whole,0.5,False,0.0,False
realdisp,LAC,8,480,0.01,whole,0.25,False,0.48478260869565215,False
realdisp,LAC,8,480,0.05,whole,0.29166666666666663,False,0.48478260869565215,False
realdisp,LAC,8,480,0.05,even_to_odd,0.29166666666666663,False,0.4956521739130435,False
realdisp,LAC,8,480,0.1,whole,0.33333333333333337,False,0.48478260869565215,False
realdisp,LAC,8,480,0.2,whole,0.33333333333333337,False,0.48478260869565215,False
realdisp,LAC,9,480,0.01,whole,0.20833333333333337,False,0.43043478260869567,False
realdisp,LAC,9,480,0.05,whole,0.29166666666666663,False,0.43043478260869567,False
realdisp,LAC,9,480,0.05,even_to_odd,0.29166666666666663,False,0.43478260869565216,False
realdisp,LAC,9,480,0.1,whole,0.29166666666666663,False,0.3239130434782609,False
realdisp,LAC,9,480,0.2,whole,0.33333333333333337,False,0.4543478260869565,False
realdisp,LAC,10,480,0.01,whole,0.20833333333333337,False,0.2891304347826087,False
realdisp,LAC,10,480,0.05,whole,0.33333333333333337,False,0.2891304347826087,False
realdisp,LAC,10,480,0.05,even_to_odd,0.33333333333333337,False,0.28695652173913044,False
realdisp,LAC,10,480,0.1,whole,0.33333333333333337,False,0.2608695652173913,False
realdisp,LAC,10,480,0.2,whole,0.45833333333333337,False,0.2891304347826087,False
realdisp,LAC,11,480,0.01,whole,0.41666666666666663,False,0.1282608695652174,False
realdisp,LAC,11,480,0.05,whole,0.5,False,0.15,False
realdisp,LAC,11,480,0.05,even_to_odd,0.5416666666666667,False,0.14782608695652175,False
realdisp,LAC,11,480,0.1,whole,0.5,False,0.15,False
realdisp,LAC,11,480,0.2,whole,0.5416666666666667,False,0.15,False
realdisp,LAC,12,480,0.01,whole,0.25,False,0.2956521739130435,False
realdisp,LAC,12,480,0.05,whole,0.375,False,0.3065217391304348,False
realdisp,LAC,12,480,0.05,even_to_odd,0.375,False,0.3173913043478261,False
realdisp,LAC,12,480,0.1,whole,0.45833333333333337,False,0.3065217391304348,False
realdisp,LAC,12,480,0.2,whole,0.5,False,0.3804347826086957,False
realdisp,LAC,13,480,0.01,whole,0.25,False,0.2673913043478261,False
realdisp,LAC,13,480,0.05,whole,0.33333333333333337,False,0.2673913043478261,False
realdisp,LAC,13,480,0.05,even_to_odd,0.33333333333333337,False,0.2608695652173913,False
realdisp,LAC,13,480,0.1,whole,0.33333333333333337,False,0.13260869565217392,False
realdisp,LAC,13,480,0.2,whole,0.33333333333333337,False,0.13260869565217392,False
realdisp,LAC,14,480,0.01,whole,0.45833333333333337,False,0.2956521739130435,False
realdisp,LAC,14,480,0.05,whole,0.625,False,0.2956521739130435,False
realdisp,LAC,14,480,0.05,even_to_odd,0.625,False,0.3,False
realdisp,LAC,14,480,0.1,whole,0.625,False,0.2956521739130435,False
realdisp,LAC,14,480,0.2,whole,0.6666666666666667,False,0.2956521739130435,False
realdisp,LAC,15,480,0.01,whole,0.41666666666666663,False,0.30434782608695654,False
realdisp,LAC,15,480,0.05,whole,0.5,False,0.3173913043478261,False
realdisp,LAC,15,480,0.05,even_to_odd,0.5416666666666667,False,0.3782608695652174,False
realdisp,LAC,15,480,0.1,whole,0.5416666666666667,False,0.3847826086956522,False
realdisp,LAC,15,480,0.2,whole,0.625,False,0.3847826086956522,False
realdisp,LAC,16,480,0.01,whole,0.41666666666666663,False,0.22608695652173913,False
realdisp,LAC,16,480,0.05,whole,0.5,False,0.19782608695652174,False
realdisp,LAC,16,480,0.05,even_to_odd,0.5,False,0.22608695652173913,False
realdisp,LAC,16,480,0.1,whole,0.5833333333333333,False,0.19782608695652174,False
realdisp,LAC,16,480,0.2,whole,0.625,False,0.17608695652173914,False
realdisp,LAC,17,480,0.01,whole,0.29166666666666663,False,0.41739130434782606,False
realdisp,LAC,17,480,0.05,whole,0.375,False,0.41739130434782606,False
realdisp,LAC,17,480,0.05,even_to_odd,0.375,False,0.43478260869565216,False
realdisp,LAC,17,480,0.1,whole,0.45833333333333337,False,0.44565217391304346,False
realdisp,LAC,17,480,0.2,whole,0.45833333333333337,False,0.41739130434782606,False
realdisp,LAC,18,480,0.01,whole,0.375,False,0.30434782608695654,False
realdisp,LAC,18,480,0.05,whole,0.375,False,0.2391304347826087,False
realdisp,LAC,18,480,0.05,even_to_odd,0.375,False,0.22608695652173913,False
realdisp,LAC,18,480,0.1,whole,0.6666666666666667,False,0.2391304347826087,False
realdisp,LAC,18,480,0.2,whole,0.7083333333333333,False,0.2391304347826087,False
realdisp,LAC,19,480,0.01,whole,0.25,False,0.30434782608695654,False
realdisp,LAC,19,480,0.05,whole,0.375,False,0.35,False
realdisp,LAC,19,480,0.05,even_to_odd,0.375,False,0.36086956521739133,False
realdisp,LAC,19,480,0.1,whole,0.375,False,0.35,False
realdisp,LAC,19,480,0.2,whole,0.45833333333333337,False,0.30434782608695654,False
realdisp,LAC,20,480,0.01,whole,0.25,False,0.1673913043478261,False
realdisp,LAC,20,480,0.05,whole,0.375,False,0.1934782608695652,False
realdisp,LAC,20,480,0.05,even_to_odd,0.375,False,0.1782608695652174,False
realdisp,LAC,20,480,0.1,whole,0.375,False,0.1934782608695652,False
realdisp,LAC,20,480,0.2,whole,0.41666666666666663,False,0.1934782608695652,False
realdisp,LAC,21,480,0.01,whole,0.45833333333333337,False,0.21956521739130436,False
realdisp,LAC,21,480,0.05,whole,0.5416666666666667,False,0.20652173913043478,False
realdisp,LAC,21,480,0.05,even_to_odd,0.5416666666666667,False,0.2,False
realdisp,LAC,21,480,0.1,whole,0.5833333333333333,False,0.21956521739130436,False
realdisp,LAC,21,480,0.2,whole,0.5833333333333333,False,0.21956521739130436,False
realdisp,LAC,22,480,0.01,whole,0.20833333333333337,False,0.42391304347826086,False
realdisp,LAC,22,480,0.05,whole,0.29166666666666663,False,0.42391304347826086,False
realdisp,LAC,22,480,0.05,even_to_odd,0.29166666666666663,False,0.41739130434782606,False
realdisp,LAC,22,480,0.1,whole,0.33333333333333337,False,0.42391304347826086,False
realdisp,LAC,22,480,0.2,whole,0.41666666666666663,False,0.4043478260869565,False
realdisp,LAC,23,480,0.01,whole,0.29166666666666663,False,0.29782608695652174,False
realdisp,LAC,23,480,0.05,whole,0.41666666666666663,False,0.29782608695652174,False
realdisp,LAC,23,480,0.05,even_to_odd,0.5,False,0.2782608695652174,False
realdisp,LAC,23,480,0.1,whole,0.625,False,0.11304347826086956,False
realdisp,LAC,23,480,0.2,whole,0.6666666666666667,True,-0.04565217391304348,False
realdisp,LAC,24,480,0.01,whole,0.375,False,0.34782608695652173,False
realdisp,LAC,24,480,0.05,whole,0.41666666666666663,False,0.34782608695652173,False
realdisp,LAC,24,480,0.05,even_to_odd,0.41666666666666663,False,0.36086956521739133,False
realdisp,LAC,24,480,0.1,whole,0.45833333333333337,False,0.34782608695652173,False
realdisp,LAC,24,480,0.2,whole,0.5,False,0.34782608695652173,False
realdisp,LAC,25,480,0.01,whole,0.375,False,0.31956521739130433,False
realdisp,LAC,25,480,0.05,whole,0.375,False,0.2391304347826087,False
realdisp,LAC,25,480,0.05,even_to_odd,0.41666666666666663,False,0.34782608695652173,False
realdisp,LAC,25,480,0.1,whole,0.41666666666666663,False,0.31956521739130433,False
realdisp,LAC,25,480,0.2,whole,0.5,False,0.31956521739130433,False
realdisp,LAC,26,480,0.01,whole,0.20833333333333337,False,0.39565217391304347,False
realdisp,LAC,26,480,0.05,whole,0.25,False,0.39565217391304347,False
realdisp,LAC,26,480,0.05,even_to_odd,0.25,False,0.40869565217391307,False
realdisp,LAC,26,480,0.1,whole,0.29166666666666663,False,0.46304347826086956,False
realdisp,LAC,26,480,0.2,whole,0.33333333333333337,False,0.46304347826086956,False
realdisp,LAC,27,480,0.01,whole,0.45833333333333337,False,0.14782608695652175,False
realdisp,LAC,27,480,0.05,whole,0.5416666666666667,False,0.14782608695652175,False
realdisp,LAC,27,480,0.05,even_to_odd,0.5416666666666667,False,0.1565217391304348,False
realdisp,LAC,27,480,0.1,whole,0.5416666666666667,False,0.14782608695652175,False
realdisp,LAC,27,480,0.2,whole,0.625,False,0.14782608695652175,False
realdisp,LAC,28,480,0.01,whole,0.29166666666666663,False,0.38913043478260867,False
realdisp,LAC,28,480,0.05,whole,0.33333333333333337,False,0.38913043478260867,False
realdisp,LAC,28,480,0.05,even_to_odd,0.33333333333333337,False,0.4043478260869565,False
realdisp,LAC,28,480,0.1,whole,0.33333333333333337,False,0.3695652173913043,False
realdisp,LAC,28,480,0.2,whole,0.33333333333333337,False,0.3695652173913043,False
realdisp,LAC,29,480,0.01,whole,0.375,False,0.26521739130434785,False
realdisp,LAC,29,480,0.05,whole,0.5,False,0.35434782608695653,False
realdisp,LAC,29,480,0.05,even_to_odd,0.5,False,0.34782608695652173,False
realdisp,LAC,29,480,0.1,whole,0.5,False,0.35434782608695653,False
realdisp,LAC,29,480,0.2,whole,0.5416666666666667,False,0.35434782608695653,False
realdisp,LAC,30,480,0.01,whole,0.25,False,0.3695652173913043,False
realdisp,LAC,30,480,0.05,whole,0.33333333333333337,False,0.3978260869565217,False
realdisp,LAC,30,480,0.05,even_to_odd,0.33333333333333337,False,0.4043478260869565,False
realdisp,LAC,30,480,0.1,whole,0.375,False,0.3652173913043478,False
realdisp,LAC,30,480,0.2,whole,0.5,False,0.3652173913043478,False
realdisp,LAC,31,480,0.01,whole,0.5833333333333333,False,0.24565217391304348,False
realdisp,LAC,31,480,0.05,whole,0.625,False,0.22826086956521738,False
realdisp,LAC,31,480,0.05,even_to_odd,0.625,False,0.21304347826086956,False
realdisp,LAC,31,480,0.1,whole,0.6666666666666667,False,0.24565217391304348,False
realdisp,LAC,31,480,0.2,whole,0.7083333333333333,False,0.24565217391304348,False
realdisp,LAC,32,480,0.01,whole,0.41666666666666663,False,0.21956521739130436,False
realdisp,LAC,32,480,0.05,whole,0.5,False,0.13260869565217392,False
realdisp,LAC,32,480,0.05,even_to_odd,0.5,False,0.13478260869565217,False
realdisp,LAC,32,480,0.1,whole,0.75,False,0.04782608695652174,False
realdisp,LAC,32,480,0.2,whole,0.75,False,0.04782608695652174,False
realdisp,LAC,33,480,0.01,whole,0.16666666666666663,False,0.13260869565217392,False
realdisp,LAC,33,480,0.05,whole,0.375,False,0.26521739130434785,False
realdisp,LAC,33,480,0.05,even_to_odd,0.5,False,0.27391304347826084,False
realdisp,LAC,33,480,0.1,whole,0.5,False,0.26521739130434785,False
realdisp,LAC,33,480,0.2,whole,0.5416666666666667,False,0.2217391304347826,False
realdisp,LAC,34,480,0.01,whole,0.5416666666666667,False,0.29782608695652174,False
realdisp,LAC,34,480,0.05,whole,0.5833333333333333,False,0.29782608695652174,False
realdisp,LAC,34,480,0.05,even_to_odd,0.5833333333333333,False,0.2782608695652174,False
realdisp,LAC,34,480,0.1,whole,0.625,False,0.33043478260869563,False
realdisp,LAC,34,480,0.2,whole,0.6666666666666667,False,0.33043478260869563,False
realdisp,LAC,35,480,0.01,whole,0.25,False,0.24782608695652175,False
realdisp,LAC,35,480,0.05,whole,0.375,False,0.24782608695652175,False
realdisp,LAC,35,480,0.05,even_to_odd,0.41666666666666663,False,0.2391304347826087,False
realdisp,LAC,35,480,0.1,whole,0.45833333333333337,False,0.18043478260869567,False
realdisp,LAC,35,480,0.2,whole,0.5,False,0.18043478260869567,False
realdisp,LAC,36,480,0.01,whole,0.08333333333333337,False,0.3130434782608696,False
realdisp,LAC,36,480,0.05,whole,0.16666666666666663,False,0.33043478260869563,False
realdisp,LAC,36,480,0.05,even_to_odd,0.16666666666666663,False,0.3391304347826087,False
realdisp,LAC,36,480,0.1,whole,0.29166666666666663,False,0.2847826086956522,False
realdisp,LAC,36,480,0.2,whole,0.29166666666666663,False,0.24347826086956523,False
realdisp,LAC,37,480,0.01,whole,0.33333333333333337,False,0.24565217391304348,False
realdisp,LAC,37,480,0.05,whole,0.5416666666666667,False,0.16521739130434782,False
realdisp,LAC,37,480,0.05,even_to_odd,0.5416666666666667,False,0.1565217391304348,False
realdisp,LAC,37,480,0.1,whole,0.5833333333333333,False,0.16521739130434782,False
realdisp,LAC,37,480,0.2,whole,0.6666666666666667,False,0.16521739130434782,False
realdisp,LAC,38,480,0.01,whole,0.25,False,0.24347826086956523,False
realdisp,LAC,38,480,0.05,whole,0.29166666666666663,False,0.36086956521739133,False
realdisp,LAC,38,480,0.05,even_to_odd,0.29166666666666663,False,0.3782608695652174,False
realdisp,LAC,38,480,0.1,whole,0.33333333333333337,False,0.3652173913043478,False
realdisp,LAC,38,480,0.2,whole,0.375,False,0.4108695652173913,False
realdisp,LAC,39,480,0.01,whole,0.16666666666666663,False,0.26521739130434785,False
realdisp,LAC,39,480,0.05,whole,0.20833333333333337,False,0.3130434782608696,False
realdisp,LAC,39,480,0.05,even_to_odd,0.20833333333333337,False,0.33043478260869563,False
realdisp,LAC,39,480,0.1,whole,0.25,False,0.3652173913043478,False
realdisp,LAC,39,480,0.2,whole,0.29166666666666663,False,0.4108695652173913,False
realdisp,APS,0,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,0,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,0,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,0,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,0,480,0.2,whole,0.04166666666666663,True,-0.5239130434782608,False
realdisp,APS,1,480,0.01,whole,0.04166666666666663,False,0.21956521739130436,False
realdisp,APS,1,480,0.05,whole,0.04166666666666663,False,0.18478260869565216,False
realdisp,APS,1,480,0.05,even_to_odd,0.08333333333333337,False,0.29130434782608694,False
realdisp,APS,1,480,0.1,whole,0.04166666666666663,False,0.18478260869565216,False
realdisp,APS,1,480,0.2,whole,0.08333333333333337,False,0.2217391304347826,False
realdisp,APS,2,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,2,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,2,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,2,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,2,480,0.2,whole,0.0,False,0.0,False
realdisp,APS,3,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,3,480,0.05,whole,0.04166666666666663,False,0.5869565217391305,True
realdisp,APS,3,480,0.05,even_to_odd,0.04166666666666663,False,0.5869565217391305,True
realdisp,APS,3,480,0.1,whole,0.29166666666666663,False,1.0282608695652173,True
realdisp,APS,3,480,0.2,whole,0.375,False,1.4304347826086956,True
realdisp,APS,4,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,4,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,4,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,4,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,4,480,0.2,whole,0.04166666666666663,False,0.21521739130434783,False
realdisp,APS,5,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,5,480,0.05,whole,0.04166666666666663,False,0.34347826086956523,False
realdisp,APS,5,480,0.05,even_to_odd,0.04166666666666663,False,0.3782608695652174,False
realdisp,APS,5,480,0.1,whole,0.125,False,0.20869565217391303,False
realdisp,APS,5,480,0.2,whole,0.16666666666666663,False,0.20869565217391303,False
realdisp,APS,6,480,0.01,whole,0.04166666666666663,False,0.2956521739130435,False
realdisp,APS,6,480,0.05,whole,0.04166666666666663,False,0.15217391304347827,False
realdisp,APS,6,480,0.05,even_to_odd,0.08333333333333337,False,0.3826086956521739,False
realdisp,APS,6,480,0.1,whole,0.08333333333333337,False,0.35,False
realdisp,APS,6,480,0.2,whole,0.20833333333333337,False,0.35,False
realdisp,APS,7,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,7,480,0.05,whole,0.04166666666666663,False,0.034782608695652174,False
realdisp,APS,7,480,0.05,even_to_odd,0.04166666666666663,False,0.05217391304347826,False
realdisp,APS,7,480,0.1,whole,0.04166666666666663,False,0.034782608695652174,False
realdisp,APS,7,480,0.2,whole,0.08333333333333337,False,0.034782608695652174,False
realdisp,APS,8,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,8,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,8,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,8,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,8,480,0.2,whole,0.0,False,0.0,False
realdisp,APS,9,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,9,480,0.05,whole,0.04166666666666663,False,0.3847826086956522,False
realdisp,APS,9,480,0.05,even_to_odd,0.04166666666666663,False,0.39565217391304347,False
realdisp,APS,9,480,0.1,whole,0.04166666666666663,False,0.3847826086956522,False
realdisp,APS,9,480,0.2,whole,0.04166666666666663,False,0.3782608695652174,False
realdisp,APS,10,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,10,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,10,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,10,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,10,480,0.2,whole,0.04166666666666663,False,0.34347826086956523,False
realdisp,APS,11,480,0.01,whole,0.04166666666666663,False,0.03695652173913044,False
realdisp,APS,11,480,0.05,whole,0.08333333333333337,False,0.1108695652173913,False
realdisp,APS,11,480,0.05,even_to_odd,0.08333333333333337,False,0.10434782608695652,False
realdisp,APS,11,480,0.1,whole,0.20833333333333337,False,0.03695652173913044,False
realdisp,APS,11,480,0.2,whole,0.20833333333333337,True,-0.08478260869565217,False
realdisp,APS,12,480,0.01,whole,0.04166666666666663,False,0.36086956521739133,False
realdisp,APS,12,480,0.05,whole,0.08333333333333337,False,0.3804347826086957,False
realdisp,APS,12,480,0.05,even_to_odd,0.08333333333333337,False,0.3695652173913043,False
realdisp,APS,12,480,0.1,whole,0.08333333333333337,False,0.3804347826086957,False
realdisp,APS,12,480,0.2,whole,0.08333333333333337,False,0.36086956521739133,False
realdisp,APS,13,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,13,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,13,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,13,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,13,480,0.2,whole,0.0,False,0.0,False
realdisp,APS,14,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,14,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,14,480,0.05,even_to_odd,0.04166666666666663,False,0.2,False
realdisp,APS,14,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,14,480,0.2,whole,0.04166666666666663,False,0.09565217391304348,False
realdisp,APS,15,480,0.01,whole,0.0,False,0.0,False
